epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,5078.04,0.294,0.26856,0.33195,0.88261,0.97147,0.99691,0.995,0.98043,0.97147,0.99691,0.995,0.99254,0.25035,0.1851,0.31883,0.88667,0.000592398,0.000592398,0.000592398
80,5144.02,0.28923,0.27733,0.34406,0.89939,0.99461,1,0.995,0.971,0.99461,1,0.995,0.98906,0.25756,0.18384,0.29244,0.88633,0.000579474,0.000579474,0.000579474
81,5207.83,0.29056,0.28719,0.34936,0.89532,0.99416,1,0.995,0.97296,0.99416,1,0.995,0.995,0.24951,0.18366,0.30309,0.88588,0.000566573,0.000566573,0.000566573
82,5273.38,0.28098,0.25559,0.32866,0.88088,0.97714,0.99672,0.995,0.98283,0.97714,0.99672,0.995,0.99343,0.2493,0.18262,0.30991,0.88567,0.0005537,0.0005537,0.0005537
83,5337.29,0.27748,0.23242,0.32104,0.88256,0.97872,0.99737,0.995,0.98091,0.97872,0.99737,0.995,0.995,0.2488,0.1814,0.29455,0.88635,0.000540861,0.000540861,0.000540861
84,5401.5,0.29269,0.25016,0.35377,0.8976,0.99467,1,0.995,0.97808,0.99467,1,0.995,0.99208,0.24943,0.19197,0.28161,0.88885,0.000528062,0.000528062,0.000528062
85,5465.32,0.28881,0.28385,0.32888,0.88841,0.99274,1,0.995,0.97745,0.99274,1,0.995,0.99107,0.24832,0.19362,0.28878,0.88865,0.000515308,0.000515308,0.000515308
86,5530.16,0.27124,0.24259,0.33315,0.88466,0.99194,1,0.995,0.97308,0.99194,1,0.995,0.99135,0.24374,0.19616,0.29847,0.88273,0.000502605,0.000502605,0.000502605
87,5594.31,0.271,0.26624,0.31779,0.8858,0.98835,1,0.995,0.97804,0.98835,1,0.995,0.995,0.24002,0.1882,0.28694,0.87959,0.000489958,0.000489958,0.000489958
88,5660.32,0.2888,0.26867,0.32458,0.89691,0.9803,1,0.995,0.97539,0.9803,1,0.995,0.99207,0.25765,0.18517,0.29668,0.88314,0.000477373,0.000477373,0.000477373
89,5725.09,0.28378,0.28802,0.3179,0.89001,0.97731,0.99828,0.995,0.97533,0.97731,0.99828,0.995,0.995,0.23221,0.18316,0.30258,0.87753,0.000464856,0.000464856,0.000464856
90,5789.68,0.28147,0.25614,0.34422,0.89888,0.97647,0.9965,0.995,0.97875,0.97647,0.9965,0.995,0.98915,0.23454,0.18885,0.3132,0.8827,0.000452412,0.000452412,0.000452412
91,5854.66,0.28642,0.26939,0.30994,0.89346,0.97872,1,0.995,0.9823,0.97872,1,0.995,0.995,0.25033,0.19107,0.31148,0.88677,0.000440046,0.000440046,0.000440046
92,5918.57,0.27196,0.26095,0.30977,0.88674,0.98762,1,0.995,0.98428,0.98762,1,0.995,0.995,0.24858,0.19604,0.28474,0.89569,0.000427764,0.000427764,0.000427764
93,5983.06,0.27387,0.2525,0.3065,0.88708,0.99128,1,0.995,0.97579,0.99128,1,0.995,0.995,0.24719,0.19358,0.26679,0.89164,0.000415571,0.000415571,0.000415571
94,6046.03,0.2669,0.24969,0.30434,0.88516,0.99333,1,0.995,0.9792,0.99333,1,0.995,0.98609,0.23661,0.19371,0.26136,0.88389,0.000403473,0.000403473,0.000403473
95,6108.96,0.2629,0.24921,0.30211,0.8789,0.99484,1,0.995,0.98806,0.99484,1,0.995,0.98969,0.2247,0.19075,0.26531,0.87186,0.000391475,0.000391475,0.000391475
96,6172.72,0.25232,0.27852,0.27478,0.88257,0.99433,1,0.995,0.97836,0.99433,1,0.995,0.99182,0.24365,0.1902,0.25773,0.87821,0.000379582,0.000379582,0.000379582
97,6236.95,0.28683,0.25664,0.30718,0.89614,0.9906,1,0.995,0.9763,0.9906,1,0.995,0.995,0.23302,0.18751,0.26004,0.87734,0.000367799,0.000367799,0.000367799
98,6301.62,0.24969,0.21418,0.28384,0.89601,0.97683,0.99897,0.995,0.98439,0.97683,0.99897,0.995,0.99327,0.22799,0.18787,0.26757,0.8746,0.000356132,0.000356132,0.000356132
99,6367.63,0.27871,0.25346,0.30888,0.88353,0.98714,1,0.995,0.98159,0.98714,1,0.995,0.98477,0.22218,0.1866,0.25875,0.87065,0.000344586,0.000344586,0.000344586
100,6431.09,0.26407,0.26787,0.29476,0.88515,0.99355,1,0.995,0.98518,0.99355,1,0.995,0.995,0.22592,0.18342,0.25631,0.87146,0.000333165,0.000333165,0.000333165
101,6494.72,0.25524,0.23912,0.29571,0.87389,0.99277,1,0.995,0.98012,0.99277,1,0.995,0.995,0.22754,0.18452,0.25181,0.8729,0.000321875,0.000321875,0.000321875
102,6558.96,0.26934,0.25699,0.30302,0.89036,0.99344,1,0.995,0.97979,0.99344,1,0.995,0.995,0.22409,0.18417,0.24079,0.87315,0.000310721,0.000310721,0.000310721
103,6622.16,0.24762,0.22667,0.27632,0.88016,0.9931,1,0.995,0.97771,0.9931,1,0.995,0.98746,0.22631,0.18758,0.23364,0.8755,0.000299707,0.000299707,0.000299707
104,6685.82,0.25417,0.26936,0.28621,0.87049,0.99351,1,0.995,0.98013,0.99351,1,0.995,0.98936,0.22707,0.18489,0.24063,0.87636,0.000288839,0.000288839,0.000288839
1,39.8895,0.51783,2.34582,3.10519,1.05555,0.00337,1,0.37772,0.34458,0.00337,1,0.37772,0.35948,0.31788,0.6548,3.65203,0.9819,0.000125,0.000125,0.000125
2,101.487,0.46829,0.63416,2.43636,0.99877,0.00346,1,0.45564,0.40853,0.00346,1,0.45564,0.43814,0.3788,0.38984,3.28033,1.00148,0.000262472,0.000262472,0.000262472
3,162.442,0.48073,0.5346,2.00007,1.00224,0.76154,0.52902,0.7329,0.66032,0.76154,0.52902,0.7329,0.6864,0.44353,0.71499,2.78225,1.06348,0.000399826,0.000399826,0.000399826
4,225.797,0.52236,0.52969,1.65013,1.01246,0.79899,0.58947,0.78258,0.68758,0.79899,0.58947,0.78258,0.74013,0.44566,0.42725,2.36006,1.06351,0.000536975,0.000536975,0.000536975
5,290.466,0.50508,0.51282,1.43914,0.99554,0.84189,0.71718,0.86248,0.76073,0.84189,0.71718,0.86248,0.79452,0.49409,0.61606,2.01689,1.09906,0.000673828,0.000673828,0.000673828
6,356.224,0.49926,0.41635,1.37333,0.98161,0.8925,0.925,0.98014,0.85269,0.8925,0.925,0.98014,0.90391,0.48458,0.31702,1.87734,1.11492,0.000810297,0.000810297,0.000810297
7,421.03,0.48434,0.37242,1.27599,0.98284,0.91604,0.74828,0.96963,0.81317,0.91604,0.74828,0.96963,0.84566,0.57103,0.34446,1.76753,1.30024,0.000946292,0.000946292,0.000946292
8,485.976,0.5083,0.38208,1.22905,1.00056,0.97106,0.97434,0.99031,0.87346,0.97106,0.97434,0.99031,0.93329,0.50966,0.28846,1.49811,1.13445,0.00108173,0.00108173,0.00108173
9,550.765,0.50501,0.39387,1.10375,0.97546,0.88742,0.90817,0.97595,0.87344,0.88742,0.90817,0.97595,0.91155,0.49997,0.28736,1.49785,1.17657,0.00121651,0.00121651,0.00121651
10,615.639,0.50384,0.38889,1.09422,0.99797,0.98421,1,0.995,0.84302,0.98421,1,0.995,0.9361,0.59677,0.32137,1.73036,1.3266,0.00123904,0.00123904,0.00123904
11,680.625,0.49411,0.38515,1.04225,0.99763,0.85476,0.99422,0.995,0.90245,0.85476,0.99422,0.995,0.97458,0.4864,0.24078,1.37638,1.10566,0.00123648,0.00123648,0.00123648
12,744.634,0.48091,0.37215,1.00463,0.97621,0.84152,0.89288,0.97537,0.87672,0.84152,0.89288,0.97537,0.93788,0.47531,0.28365,1.58469,1.03776,0.00123365,0.00123365,0.00123365
13,809.377,0.47388,0.37264,0.96769,0.96443,0.96092,1,0.995,0.90783,0.96092,1,0.995,0.9808,0.40767,0.24783,1.14667,1.01697,0.00123056,0.00123056,0.00123056
14,875.718,0.44733,0.36604,0.91699,0.96583,0.89141,1,0.96117,0.86665,0.89141,1,0.96117,0.91201,0.50933,0.239,1.34124,1.13393,0.00122721,0.00122721,0.00122721
15,940.359,0.47037,0.37407,0.9197,0.97885,0.95772,0.96043,0.99214,0.89756,0.95772,0.96043,0.99214,0.95484,0.4307,0.29694,1.03909,1.06221,0.00122359,0.00122359,0.00122359
16,1006.56,0.49106,0.39998,0.90037,0.98491,0.91376,0.96554,0.9886,0.92014,0.91376,0.96554,0.9886,0.96604,0.42472,0.27018,1.08548,1.03478,0.00121972,0.00121972,0.00121972
17,1071.67,0.44659,0.36463,0.84276,0.97742,0.91796,0.93143,0.984,0.87684,0.91796,0.93143,0.984,0.9451,0.48253,0.23346,1.16585,1.06784,0.00121558,0.00121558,0.00121558
18,1136.09,0.43933,0.35765,0.83642,0.9544,0.97357,0.9722,0.99346,0.90869,0.97357,0.9722,0.99346,0.96459,0.45203,0.23412,1.02768,1.02015,0.00121119,0.00121119,0.00121119
19,1201.31,0.43438,0.34652,0.83079,0.94155,0.94461,0.93561,0.98537,0.92078,0.94461,0.93561,0.98537,0.96553,0.43504,0.2714,0.97813,0.9992,0.00120655,0.00120655,0.00120655
20,1269.86,0.42195,0.33173,0.84211,0.95327,0.91608,0.89589,0.98638,0.91936,0.91608,0.89589,0.98638,0.96259,0.39462,0.25567,1.03226,0.9877,0.00120165,0.00120165,0.00120165
21,1336,0.39919,0.32052,0.7531,0.92721,0.93957,0.97438,0.98512,0.91933,0.93957,0.97438,0.98512,0.95108,0.39721,0.286,0.88215,0.98817,0.00119651,0.00119651,0.00119651
22,1400.79,0.41981,0.31623,0.78814,0.96001,0.99158,0.97465,0.99346,0.9355,0.99158,0.97465,0.99346,0.95777,0.36478,0.32026,0.89616,0.95445,0.00119111,0.00119111,0.00119111
23,1466.38,0.42127,0.31902,0.75508,0.94197,0.9433,0.95739,0.99119,0.88965,0.9433,0.95739,0.99119,0.92986,0.45299,0.26989,1.07178,1.02739,0.00118547,0.00118547,0.00118547
24,1530.77,0.41503,0.34357,0.79194,0.93876,0.93678,0.89845,0.98668,0.88876,0.93678,0.89845,0.98668,0.93355,0.42868,0.22581,1.03049,1.03866,0.00117959,0.00117959,0.00117959
25,1594.38,0.41259,0.2856,0.69653,0.95149,0.98008,0.92452,0.99087,0.91963,0.98008,0.92452,0.99087,0.95314,0.40956,0.22183,0.88339,1.03591,0.00117346,0.00117346,0.00117346
26,1662,0.41264,0.30771,0.74409,0.95119,0.98938,1,0.995,0.9454,0.98938,1,0.995,0.98807,0.36211,0.2012,0.75812,0.97635,0.0011671,0.0011671,0.0011671
27,1729.08,0.36998,0.29926,0.65623,0.92776,0.99513,0.96251,0.99346,0.93495,0.99513,0.96251,0.99346,0.97104,0.37444,0.21745,0.69335,0.98348,0.00116051,0.00116051,0.00116051
28,1795.08,0.37324,0.30593,0.6193,0.92281,0.9799,0.97467,0.99346,0.94365,0.9799,0.97467,0.99346,0.97956,0.33386,0.21374,0.72553,0.94697,0.00115368,0.00115368,0.00115368
29,1860.22,0.38635,0.31956,0.61387,0.92845,0.99081,1,0.995,0.94257,0.99081,1,0.995,0.9813,0.35973,0.20541,0.6957,0.96149,0.00114662,0.00114662,0.00114662
30,1927.62,0.38284,0.35011,0.61421,0.93519,0.99363,1,0.995,0.93696,0.99363,1,0.995,0.97023,0.32956,0.22808,0.6472,0.94211,0.00113934,0.00113934,0.00113934
31,1996.82,0.37877,0.33537,0.58956,0.93161,0.95413,0.97917,0.9886,0.91205,0.95413,0.97917,0.9886,0.9492,0.41531,0.21261,0.70063,1.00641,0.00113183,0.00113183,0.00113183
32,2064.84,0.37702,0.3104,0.57127,0.93848,0.97432,0.97917,0.99346,0.93522,0.97432,0.97917,0.99346,0.97729,0.35352,0.204,0.64887,0.94961,0.0011241,0.0011241,0.0011241
33,2132.36,0.39626,0.28506,0.62878,0.95112,0.98842,0.93851,0.99048,0.95339,0.98842,0.93851,0.99048,0.97369,0.31121,0.20465,0.67943,0.92491,0.00111616,0.00111616,0.00111616
34,2199.74,0.36667,0.30423,0.56046,0.91343,0.98329,0.97616,0.99346,0.94754,0.98329,0.97616,0.99346,0.98328,0.31908,0.20845,0.59554,0.92316,0.00110801,0.00110801,0.00110801
35,2265.68,0.35198,0.27829,0.53697,0.90974,0.97276,1,0.995,0.95587,0.97276,1,0.995,0.99366,0.32438,0.21162,0.61955,0.9368,0.00109964,0.00109964,0.00109964
36,2331.69,0.37934,0.33066,0.56936,0.93615,0.98858,0.93902,0.98933,0.92805,0.98858,0.93902,0.98933,0.96502,0.34075,0.21873,0.68197,0.97082,0.00109107,0.00109107,0.00109107
37,2395.68,0.35667,0.33742,0.52759,0.91876,0.98095,0.94154,0.98912,0.95058,0.98095,0.94154,0.98912,0.96333,0.32438,0.20765,0.62547,0.96008,0.0010823,0.0010823,0.0010823
38,2460.36,0.35974,0.30505,0.56076,0.92529,0.97876,0.99647,0.995,0.95605,0.97876,0.99647,0.995,0.97248,0.32042,0.21688,0.55162,0.95132,0.00107333,0.00107333,0.00107333
39,2524.73,0.36033,0.28877,0.52725,0.93705,0.99293,1,0.995,0.94212,0.99293,1,0.995,0.97747,0.33073,0.22136,0.52047,0.96054,0.00106417,0.00106417,0.00106417
40,2588.77,0.34435,0.27666,0.52002,0.90926,0.97769,0.99688,0.995,0.96384,0.97769,0.99688,0.995,0.9876,0.32715,0.21274,0.49968,0.94302,0.00105481,0.00105481,0.00105481
41,2653.03,0.37508,0.32528,0.51299,0.90953,0.98559,0.99705,0.995,0.97045,0.98559,0.99705,0.995,0.99275,0.3039,0.19937,0.47028,0.92133,0.00104527,0.00104527,0.00104527
42,2717.26,0.35024,0.30918,0.50964,0.92111,0.98908,1,0.995,0.95099,0.98908,1,0.995,0.98711,0.3016,0.21771,0.51163,0.9218,0.00103555,0.00103555,0.00103555
43,2781.55,0.34549,0.28982,0.49035,0.92917,0.99222,0.98992,0.995,0.95195,0.99222,0.98992,0.995,0.98095,0.32853,0.20296,0.50438,0.95355,0.00102566,0.00102566,0.00102566
44,2846.22,0.34318,0.27798,0.47898,0.91822,0.9602,1,0.995,0.97497,0.9602,1,0.995,0.98604,0.2945,0.20297,0.51828,0.91524,0.00101559,0.00101559,0.00101559
45,2911.08,0.32916,0.27339,0.47442,0.91342,0.97948,0.99899,0.995,0.9595,0.97948,0.99899,0.995,0.97914,0.31791,0.20393,0.47034,0.93893,0.00100535,0.00100535,0.00100535
46,2975.33,0.35028,0.27886,0.47915,0.91759,0.99239,1,0.995,0.95723,0.99239,1,0.995,0.98296,0.27874,0.1976,0.46469,0.9265,0.000994942,0.000994942,0.000994942
47,3039.36,0.36526,0.3032,0.48738,0.91765,0.98201,0.99418,0.995,0.95071,0.98201,0.99418,0.995,0.98167,0.32062,0.19857,0.48694,0.93681,0.000984379,0.000984379,0.000984379
48,3104.63,0.34647,0.26444,0.47277,0.92727,0.97927,1,0.995,0.93481,0.97927,1,0.995,0.96813,0.3204,0.20344,0.4606,0.95491,0.000973661,0.000973661,0.000973661
49,3168.84,0.31947,0.26856,0.45787,0.90514,0.97434,1,0.99019,0.96039,0.97434,1,0.99019,0.98692,0.30094,0.19918,0.44525,0.93172,0.000962793,0.000962793,0.000962793
50,3232.59,0.31061,0.26119,0.45526,0.90328,0.99376,1,0.995,0.96367,0.99376,1,0.995,0.99113,0.28736,0.22167,0.41001,0.90959,0.000951779,0.000951779,0.000951779
51,3297.46,0.32487,0.28356,0.44563,0.89817,0.97811,0.94499,0.995,0.9626,0.97811,0.94499,0.995,0.98533,0.31166,0.21451,0.44372,0.93334,0.000940625,0.000940625,0.000940625
52,3361.29,0.32791,0.32244,0.44862,0.90621,0.98254,1,0.995,0.94977,0.98254,1,0.995,0.98417,0.30621,0.18943,0.42972,0.93786,0.000929335,0.000929335,0.000929335
53,3425.16,0.31968,0.296,0.43704,0.90495,0.98917,1,0.995,0.95195,0.98917,1,0.995,0.98543,0.29762,0.20245,0.41383,0.93156,0.000917914,0.000917914,0.000917914
54,3489.37,0.32867,0.30588,0.43959,0.9209,0.99418,1,0.995,0.9596,0.99418,1,0.995,0.98216,0.2855,0.21235,0.3971,0.9212,0.000906368,0.000906368,0.000906368
55,3553.76,0.33336,0.29733,0.42913,0.90165,0.99184,1,0.995,0.94138,0.99184,1,0.995,0.98109,0.29448,0.20904,0.39069,0.92741,0.000894701,0.000894701,0.000894701
56,3617.92,0.31112,0.28384,0.41343,0.90935,0.98757,1,0.995,0.96868,0.98757,1,0.995,0.99289,0.2952,0.21216,0.37485,0.91639,0.000882918,0.000882918,0.000882918
57,3682.57,0.3254,0.25623,0.40879,0.92812,0.99013,1,0.995,0.95507,0.99013,1,0.995,0.9833,0.2947,0.20696,0.37145,0.91301,0.000871025,0.000871025,0.000871025
58,3746.57,0.33985,0.29183,0.4328,0.9089,0.99392,1,0.995,0.9669,0.99392,1,0.995,0.99034,0.29292,0.19187,0.38988,0.91079,0.000859027,0.000859027,0.000859027
59,3812.15,0.29361,0.238,0.39559,0.90142,0.98935,1,0.995,0.97518,0.98935,1,0.995,0.99367,0.29954,0.19359,0.39094,0.91596,0.000846929,0.000846929,0.000846929
60,3877.61,0.30509,0.27069,0.40935,0.90625,0.98963,0.99926,0.995,0.95426,0.98963,0.99926,0.995,0.98355,0.29818,0.20022,0.35494,0.91618,0.000834736,0.000834736,0.000834736
61,3942.08,0.30377,0.2979,0.42879,0.91071,0.96513,1,0.99346,0.96445,0.96513,1,0.99346,0.98361,0.29391,0.20332,0.3939,0.92488,0.000822454,0.000822454,0.000822454
62,4006.08,0.32993,0.28528,0.43983,0.91211,0.98207,1,0.995,0.97216,0.98207,1,0.995,0.9907,0.27671,0.20083,0.35921,0.901,0.000810088,0.000810088,0.000810088
63,4074.55,0.3186,0.28328,0.42502,0.91,0.97651,1,0.995,0.96254,0.97651,1,0.995,0.97271,0.28539,0.19687,0.41253,0.90973,0.000797644,0.000797644,0.000797644
64,4138.62,0.31711,0.26229,0.39914,0.89744,0.98,0.99554,0.995,0.93907,0.98,0.99554,0.995,0.96218,0.30904,0.20241,0.4205,0.92862,0.000785127,0.000785127,0.000785127
65,4202.51,0.30248,0.25311,0.42623,0.898,0.99211,0.99959,0.995,0.9684,0.99211,0.99959,0.995,0.99376,0.28747,0.19743,0.35578,0.92139,0.000772542,0.000772542,0.000772542
66,4266.76,0.31503,0.26895,0.39688,0.91215,0.98363,1,0.995,0.96957,0.98363,1,0.995,0.995,0.26835,0.20621,0.34385,0.89541,0.000759895,0.000759895,0.000759895
67,4331.6,0.31501,0.25101,0.39581,0.89562,0.98898,0.95936,0.995,0.97447,0.98898,0.95936,0.995,0.99377,0.2811,0.1948,0.36203,0.90785,0.000747192,0.000747192,0.000747192
68,4395.26,0.3134,0.25432,0.39589,0.90546,0.99468,0.97896,0.99346,0.96973,0.99468,0.97896,0.99346,0.98676,0.27089,0.19197,0.36896,0.90052,0.000734438,0.000734438,0.000734438
69,4459.14,0.31017,0.29996,0.37634,0.90788,0.99092,1,0.995,0.96912,0.99092,1,0.995,0.99119,0.27708,0.19564,0.35406,0.90122,0.000721639,0.000721639,0.000721639
70,4523.25,0.31694,0.28424,0.3969,0.89939,0.97459,1,0.995,0.97714,0.97459,1,0.995,0.99212,0.26069,0.19403,0.32827,0.89575,0.0007088,0.0007088,0.0007088
71,4587.18,0.30578,0.2847,0.3788,0.89329,0.98777,1,0.995,0.96939,0.98777,1,0.995,0.99276,0.27137,0.20144,0.34391,0.89719,0.000695927,0.000695927,0.000695927
72,4651.52,0.31867,0.34089,0.3949,0.90715,0.98685,1,0.995,0.95396,0.98685,1,0.995,0.97113,0.26576,0.18757,0.33934,0.89395,0.000683026,0.000683026,0.000683026
73,4717.32,0.30421,0.26803,0.36187,0.90628,0.99397,1,0.995,0.97104,0.99397,1,0.995,0.98694,0.26647,0.19192,0.31917,0.89064,0.000670102,0.000670102,0.000670102
74,4781.09,0.31615,0.26042,0.37222,0.90349,0.99317,1,0.995,0.9671,0.99317,1,0.995,0.99235,0.2618,0.20106,0.3108,0.89748,0.000657161,0.000657161,0.000657161
75,4845.35,0.28372,0.24278,0.33783,0.89003,0.99186,1,0.995,0.96218,0.99186,1,0.995,0.99128,0.25567,0.19472,0.31265,0.88991,0.000644208,0.000644208,0.000644208
76,4908.92,0.29161,0.26125,0.35018,0.89377,0.99323,1,0.995,0.97239,0.99323,1,0.995,0.99135,0.26115,0.18887,0.31358,0.89566,0.00063125,0.00063125,0.00063125
77,4972.88,0.28496,0.25231,0.33433,0.89546,0.99362,1,0.995,0.976,0.99362,1,0.995,0.99342,0.26076,0.1862,0.29929,0.89503,0.000618292,0.000618292,0.000618292
78,5036.7,0.29274,0.26656,0.35423,0.90193,0.9697,0.99645,0.995,0.96683,0.9697,0.99645,0.995,0.99106,0.25607,0.18424,0.32234,0.88537,0.000605339,0.000605339,0.000605339
79,5100.36,0.28191,0.2786,0.33956,0.88863,0.99427,1,0.995,0.98084,0.99427,1,0.995,0.98275,0.25715,0.18555,0.3091,0.89754,0.000592398,0.000592398,0.000592398
80,5163.79,0.29558,0.2785,0.35098,0.89568,0.99115,1,0.995,0.97871,0.99115,1,0.995,0.98755,0.25103,0.19384,0.30001,0.89392,0.000579474,0.000579474,0.000579474
81,5227.38,0.28367,0.26954,0.346,0.89364,0.98428,0.99725,0.995,0.97998,0.98428,0.99725,0.995,0.995,0.2474,0.19999,0.30691,0.88718,0.000566573,0.000566573,0.000566573
82,5290.54,0.28487,0.26489,0.33576,0.88521,0.97138,0.98943,0.995,0.98249,0.97138,0.98943,0.995,0.99286,0.25364,0.19547,0.33229,0.88997,0.0005537,0.0005537,0.0005537
83,5354.18,0.28491,0.23146,0.33547,0.88267,0.9835,0.98937,0.995,0.9871,0.9835,0.98937,0.995,0.99295,0.25046,0.19649,0.31871,0.8876,0.000540861,0.000540861,0.000540861
84,5417.72,0.29843,0.29152,0.35427,0.89856,0.98736,0.998,0.995,0.98428,0.98736,0.998,0.995,0.99082,0.25092,0.20439,0.30782,0.89072,0.000528062,0.000528062,0.000528062
85,5481.91,0.29081,0.30379,0.35373,0.88638,0.99119,1,0.995,0.98431,0.99119,1,0.995,0.995,0.26319,0.20523,0.31248,0.89284,0.000515308,0.000515308,0.000515308
86,5546.3,0.27675,0.25257,0.35065,0.8841,0.99213,1,0.995,0.98231,0.99213,1,0.995,0.995,0.23665,0.21432,0.29285,0.87825,0.000502605,0.000502605,0.000502605
87,5610.62,0.26738,0.25097,0.31981,0.88349,0.99449,1,0.995,0.97969,0.99449,1,0.995,0.99377,0.23395,0.20295,0.26382,0.87741,0.000489958,0.000489958,0.000489958
88,5674.43,0.2888,0.2669,0.33928,0.89593,0.98957,1,0.995,0.97621,0.98957,1,0.995,0.99256,0.25724,0.19738,0.27633,0.88697,0.000477373,0.000477373,0.000477373
89,5737.78,0.29263,0.27313,0.33101,0.89656,0.98102,1,0.995,0.98654,0.98102,1,0.995,0.99267,0.24599,0.19845,0.28636,0.87931,0.000464856,0.000464856,0.000464856
90,5801.63,0.28218,0.26021,0.33302,0.89966,0.9952,1,0.995,0.98439,0.9952,1,0.995,0.995,0.25439,0.19741,0.28341,0.87425,0.000452412,0.000452412,0.000452412
91,5865.85,0.27649,0.23753,0.31523,0.88101,0.99519,1,0.995,0.98296,0.99519,1,0.995,0.995,0.23189,0.19081,0.28219,0.8654,0.000440046,0.000440046,0.000440046
92,5930.22,0.27321,0.26087,0.31355,0.8778,0.99509,1,0.995,0.9845,0.99509,1,0.995,0.995,0.24003,0.19224,0.27893,0.87089,0.000427764,0.000427764,0.000427764
93,5994.44,0.26994,0.27929,0.31445,0.88374,0.99374,1,0.995,0.97976,0.99374,1,0.995,0.995,0.24976,0.192,0.283,0.87631,0.000415571,0.000415571,0.000415571
94,6059.06,0.27048,0.24009,0.32002,0.89101,0.98589,1,0.995,0.98553,0.98589,1,0.995,0.99382,0.24306,0.18764,0.26712,0.87701,0.000403473,0.000403473,0.000403473
95,6122.41,0.27757,0.24799,0.30848,0.88365,0.98251,0.98165,0.995,0.98665,0.98251,0.98165,0.995,0.995,0.23682,0.19213,0.2681,0.87122,0.000391475,0.000391475,0.000391475
96,6186.97,0.25893,0.26402,0.29047,0.884,0.98477,0.98228,0.995,0.97734,0.98477,0.98228,0.995,0.99279,0.22625,0.19483,0.27146,0.87152,0.000379582,0.000379582,0.000379582
97,6251.07,0.28669,0.24655,0.31983,0.89618,0.98224,0.99748,0.995,0.97863,0.98224,0.99748,0.995,0.995,0.22571,0.19313,0.26636,0.87191,0.000367799,0.000367799,0.000367799
98,6314.99,0.25879,0.22288,0.29679,0.89221,0.99371,1,0.995,0.98672,0.99371,1,0.995,0.995,0.21705,0.18932,0.26116,0.86448,0.000356132,0.000356132,0.000356132
99,6380.62,0.27124,0.2464,0.30256,0.87975,0.99406,1,0.995,0.98464,0.99406,1,0.995,0.995,0.22151,0.18834,0.25447,0.8697,0.000344586,0.000344586,0.000344586
100,6446.95,0.2636,0.25848,0.30249,0.88358,0.99418,1,0.995,0.99157,0.99418,1,0.995,0.995,0.23638,0.1855,0.25272,0.87961,0.000333165,0.000333165,0.000333165
101,6512.1,0.2496,0.2232,0.28216,0.87041,0.99481,1,0.995,0.98879,0.99481,1,0.995,0.99086,0.22447,0.1847,0.24493,0.87475,0.000321875,0.000321875,0.000321875
102,6575.2,0.27292,0.25643,0.30845,0.8911,0.99488,1,0.995,0.98276,0.99488,1,0.995,0.98909,0.23579,0.18409,0.24346,0.87269,0.000310721,0.000310721,0.000310721
103,6638.03,0.23984,0.23629,0.26504,0.87457,0.99362,1,0.995,0.99312,0.99362,1,0.995,0.995,0.21813,0.18426,0.24493,0.86699,0.000299707,0.000299707,0.000299707
104,6701.27,0.25739,0.26631,0.29847,0.881,0.99437,1,0.995,0.98902,0.99437,1,0.995,0.99321,0.22391,0.18528,0.26043,0.86797,0.000288839,0.000288839,0.000288839
105,6763.87,0.24686,0.23592,0.28018,0.87796,0.9944,1,0.995,0.99024,0.9944,1,0.995,0.995,0.22087,0.18615,0.25583,0.86301,0.000278121,0.000278121,0.000278121
106,6826.42,0.24845,0.25481,0.28962,0.88902,0.9959,1,0.995,0.98548,0.9959,1,0.995,0.995,0.21035,0.18413,0.23311,0.86254,0.000267558,0.000267558,0.000267558
107,6889.21,0.26247,0.23974,0.28195,0.8949,0.99578,1,0.995,0.98479,0.99578,1,0.995,0.995,0.21369,0.18505,0.24131,0.87124,0.000257154,0.000257154,0.000257154
108,6951.96,0.25893,0.24573,0.29454,0.88357,0.99545,1,0.995,0.98685,0.99545,1,0.995,0.99383,0.22486,0.18653,0.25731,0.8747,0.000246915,0.000246915,0.000246915
109,7015.32,0.2476,0.24451,0.27384,0.88655,0.99484,1,0.995,0.99077,0.99484,1,0.995,0.98969,0.218,0.18758,0.25095,0.86997,0.000236844,0.000236844,0.000236844
110,7079.84,0.26212,0.2598,0.28948,0.8814,0.99306,1,0.995,0.98739,0.99306,1,0.995,0.99111,0.21809,0.1862,0.26246,0.86889,0.000226946,0.000226946,0.000226946
111,7145.25,0.25931,0.27611,0.28892,0.88881,0.9928,1,0.995,0.99302,0.9928,1,0.995,0.995,0.21635,0.18486,0.26805,0.86804,0.000217225,0.000217225,0.000217225
112,7208.73,0.24393,0.2444,0.2808,0.89375,0.99385,1,0.995,0.99071,0.99385,1,0.995,0.99279,0.2161,0.18648,0.258,0.86932,0.000207686,0.000207686,0.000207686
113,7271.51,0.25178,0.24822,0.2681,0.88627,0.99467,1,0.995,0.99056,0.99467,1,0.995,0.98794,0.21237,0.18689,0.24843,0.86894,0.000198333,0.000198333,0.000198333
