epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1642.15,0.36209,0.32819,0.71341,0.91733,0.87534,0.90638,0.98063,0.95592,0.87534,0.90638,0.98063,0.97512,0.29462,0.19305,0.85987,0.87723,0.00071223,0.00071223,0.00071223
27,1701,0.35376,0.2992,0.69213,0.92515,0.91909,0.9639,0.98446,0.93807,0.91909,0.9639,0.98446,0.96348,0.32588,0.18299,0.75463,0.92048,0.000702928,0.000702928,0.000702928
28,1759.79,0.34837,0.30848,0.73665,0.91764,0.98038,0.97352,0.993,0.9421,0.98038,0.97352,0.993,0.98259,0.34808,0.1834,0.66121,0.90678,0.000693347,0.000693347,0.000693347
29,1817.97,0.33938,0.27606,0.65915,0.9189,0.96222,0.97332,0.99227,0.9734,0.96222,0.97332,0.99227,0.98497,0.30148,0.18516,0.67693,0.88596,0.000683497,0.000683497,0.000683497
30,1875.24,0.34119,0.29257,0.6044,0.91262,0.86317,0.93718,0.9614,0.94254,0.86317,0.93718,0.9614,0.95037,0.28172,0.18756,0.82197,0.88419,0.000673388,0.000673388,0.000673388
31,1932.75,0.33211,0.30263,0.63698,0.91244,0.98864,0.93781,0.99325,0.96793,0.98864,0.93781,0.99325,0.98845,0.28525,0.18141,0.59731,0.86243,0.000663029,0.000663029,0.000663029
32,1990.53,0.32015,0.3131,0.57751,0.91119,0.94282,0.9554,0.98125,0.93668,0.94282,0.9554,0.98125,0.96164,0.34518,0.18527,0.71763,0.92781,0.000652432,0.000652432,0.000652432
33,2048.39,0.35814,0.30789,0.65159,0.91913,0.96236,0.95741,0.992,0.9503,0.96236,0.95741,0.992,0.97686,0.30894,0.19119,0.59964,0.89354,0.000641605,0.000641605,0.000641605
34,2105.63,0.33624,0.30594,0.59401,0.91129,0.96734,0.96313,0.98917,0.97119,0.96734,0.96313,0.98917,0.98345,0.27959,0.17938,0.58526,0.87068,0.000630561,0.000630561,0.000630561
35,2163.05,0.33543,0.31773,0.57702,0.91124,0.94824,0.96338,0.98438,0.95732,0.94824,0.96338,0.98438,0.97325,0.28343,0.18042,0.59884,0.87693,0.000619309,0.000619309,0.000619309
36,2220.12,0.35934,0.33165,0.68246,0.94785,0.96169,0.96468,0.98721,0.97181,0.96169,0.96468,0.98721,0.97948,0.2803,0.18495,0.56143,0.86953,0.000607861,0.000607861,0.000607861
37,2277.29,0.30864,0.26266,0.57509,0.9112,0.93468,0.95865,0.99058,0.96685,0.93468,0.95865,0.99058,0.98051,0.29225,0.17997,0.55665,0.8835,0.000596229,0.000596229,0.000596229
38,2334.43,0.34,0.33594,0.58664,0.90961,0.93715,0.94991,0.97465,0.96194,0.93715,0.94991,0.97465,0.9705,0.26054,0.17871,0.5897,0.85824,0.000584423,0.000584423,0.000584423
39,2391.82,0.30532,0.27582,0.50625,0.89159,0.96142,0.95221,0.98803,0.96751,0.96142,0.95221,0.98803,0.96989,0.27799,0.18066,0.55492,0.88676,0.000572456,0.000572456,0.000572456
40,2448.76,0.30541,0.24427,0.52604,0.9032,0.93514,0.94815,0.99467,0.97244,0.93514,0.94815,0.99467,0.97962,0.27043,0.18937,0.56834,0.87496,0.000560339,0.000560339,0.000560339
41,2505.97,0.30056,0.25348,0.51121,0.90702,0.94387,0.96682,0.98483,0.97264,0.94387,0.96682,0.98483,0.97917,0.26869,0.17713,0.5587,0.86081,0.000548084,0.000548084,0.000548084
42,2563.78,0.29839,0.26085,0.49709,0.90297,0.93771,0.95254,0.99083,0.97008,0.93771,0.95254,0.99083,0.9827,0.26046,0.17197,0.5722,0.85763,0.000535703,0.000535703,0.000535703
43,2620.68,0.29538,0.23734,0.50848,0.89622,0.9685,0.95898,0.995,0.97929,0.9685,0.95898,0.995,0.99157,0.27549,0.16941,0.48404,0.86708,0.000523209,0.000523209,0.000523209
44,2678.24,0.30883,0.25002,0.52067,0.89723,0.86575,0.95125,0.99271,0.95227,0.86575,0.95125,0.99271,0.98178,0.30102,0.16687,0.6101,0.87198,0.000510613,0.000510613,0.000510613
45,2735.83,0.30383,0.26864,0.48463,0.90121,0.94517,0.95693,0.97986,0.96012,0.94517,0.95693,0.97986,0.96845,0.27358,0.16773,0.54192,0.86883,0.000497929,0.000497929,0.000497929
46,2792.94,0.29365,0.28307,0.46563,0.88661,0.9587,0.97425,0.995,0.9833,0.9587,0.97425,0.995,0.98851,0.25399,0.17361,0.46875,0.84939,0.000485168,0.000485168,0.000485168
47,2850.12,0.28333,0.26596,0.47986,0.89198,0.95773,0.96707,0.995,0.98932,0.95773,0.96707,0.995,0.98806,0.25586,0.17761,0.46963,0.85057,0.000472344,0.000472344,0.000472344
48,2907.98,0.28919,0.27153,0.45795,0.90034,0.94477,0.9625,0.98884,0.9756,0.94477,0.9625,0.98884,0.98247,0.26778,0.172,0.5136,0.85148,0.000459469,0.000459469,0.000459469
49,2965.63,0.29775,0.27201,0.46124,0.89426,0.95499,0.95213,0.99294,0.98306,0.95499,0.95213,0.99294,0.99001,0.23817,0.16746,0.49339,0.83828,0.000446556,0.000446556,0.000446556
50,3024.23,0.28296,0.25144,0.42769,0.88637,0.96211,0.95994,0.99438,0.97854,0.96211,0.95994,0.99438,0.98718,0.25608,0.17295,0.45712,0.84965,0.000433617,0.000433617,0.000433617
51,3081.96,0.29329,0.26831,0.49593,0.8928,0.95234,0.96452,0.99091,0.97157,0.95234,0.96452,0.99091,0.97908,0.26939,0.18038,0.47887,0.86938,0.000420665,0.000420665,0.000420665
52,3141.04,0.28086,0.26224,0.4423,0.88216,0.98272,0.96854,0.995,0.97946,0.98272,0.96854,0.995,0.98513,0.24797,0.18093,0.44097,0.85168,0.000407713,0.000407713,0.000407713
53,3199.6,0.29438,0.30531,0.44634,0.90249,0.95595,0.97038,0.995,0.97637,0.95595,0.97038,0.995,0.9874,0.2577,0.18496,0.44306,0.85706,0.000394774,0.000394774,0.000394774
54,3258.81,0.25559,0.2424,0.40504,0.87972,0.95392,0.96778,0.98486,0.97364,0.95392,0.96778,0.98486,0.97996,0.23853,0.1757,0.44524,0.83855,0.000381861,0.000381861,0.000381861
55,3316.67,0.27796,0.27658,0.41918,0.89418,0.94322,0.96425,0.99083,0.98126,0.94322,0.96425,0.99083,0.98554,0.24872,0.18322,0.42546,0.84295,0.000368986,0.000368986,0.000368986
56,3374.53,0.26209,0.25918,0.43646,0.89009,0.96907,0.9797,0.995,0.9887,0.96907,0.9797,0.995,0.99038,0.23701,0.17514,0.38081,0.83818,0.000356162,0.000356162,0.000356162
57,3433.37,0.2673,0.2644,0.43563,0.88192,0.95069,0.96896,0.99333,0.98356,0.95069,0.96896,0.99333,0.99074,0.25169,0.17704,0.42493,0.84732,0.000343401,0.000343401,0.000343401
58,3491.73,0.2754,0.25442,0.42753,0.90425,0.93026,0.96634,0.97877,0.96474,0.93026,0.96634,0.97877,0.97687,0.25482,0.16468,0.44159,0.85049,0.000330717,0.000330717,0.000330717
59,3548.98,0.32715,0.27306,0.49488,0.90952,0.9753,0.93463,0.995,0.98494,0.9753,0.93463,0.995,0.98871,0.23318,0.16062,0.43776,0.83663,0.000318121,0.000318121,0.000318121
60,3606.79,0.26152,0.26483,0.40602,0.88966,0.94852,0.96333,0.995,0.9877,0.94852,0.96333,0.995,0.99054,0.25098,0.16221,0.44048,0.84575,0.000305627,0.000305627,0.000305627
61,3663.82,0.27025,0.26221,0.45086,0.89201,0.96757,0.97528,0.995,0.98765,0.96757,0.97528,0.995,0.98776,0.231,0.1712,0.40214,0.83644,0.000293246,0.000293246,0.000293246
62,3721.55,0.27962,0.24176,0.40671,0.88898,0.97063,0.98425,0.995,0.98356,0.97063,0.98425,0.995,0.99118,0.26606,0.16357,0.37723,0.85011,0.000280991,0.000280991,0.000280991
63,3779.21,0.26079,0.23403,0.44652,0.88328,0.97195,0.98184,0.995,0.98434,0.97195,0.98184,0.995,0.9898,0.22808,0.16894,0.37053,0.83844,0.000268874,0.000268874,0.000268874
64,3837.1,0.27588,0.25833,0.38915,0.88804,0.97563,0.96933,0.995,0.98459,0.97563,0.96933,0.995,0.98885,0.24316,0.17027,0.37208,0.84379,0.000256907,0.000256907,0.000256907
65,3893.9,0.26761,0.26311,0.37485,0.88183,0.96803,0.97533,0.995,0.98786,0.96803,0.97533,0.995,0.98956,0.23527,0.17369,0.38457,0.84005,0.000245101,0.000245101,0.000245101
66,3951.25,0.2481,0.23345,0.38216,0.88163,0.96627,0.97115,0.995,0.9855,0.96627,0.97115,0.995,0.99036,0.21695,0.17055,0.39719,0.83505,0.000233469,0.000233469,0.000233469
67,4008.22,0.25917,0.24453,0.39079,0.88327,0.96646,0.97739,0.995,0.98749,0.96646,0.97739,0.995,0.98712,0.22281,0.1693,0.36845,0.82974,0.000222021,0.000222021,0.000222021
68,4066.44,0.25874,0.25888,0.37454,0.87784,0.95928,0.98388,0.995,0.98222,0.95928,0.98388,0.995,0.98832,0.22645,0.16607,0.36606,0.82557,0.000210769,0.000210769,0.000210769
69,4124.07,0.28573,0.26403,0.41788,0.89772,0.96789,0.96805,0.99083,0.9834,0.96789,0.96805,0.99083,0.98483,0.22113,0.16616,0.36721,0.82601,0.000199725,0.000199725,0.000199725
70,4181.14,0.2612,0.25198,0.36132,0.8872,0.97417,0.96257,0.995,0.98599,0.97417,0.96257,0.995,0.98965,0.22018,0.16791,0.35829,0.82926,0.000188898,0.000188898,0.000188898
71,4239.11,0.25989,0.22868,0.36982,0.88095,0.97133,0.96998,0.995,0.98455,0.97133,0.96998,0.995,0.98806,0.22231,0.16771,0.36253,0.82881,0.000178301,0.000178301,0.000178301
72,4297.26,0.25121,0.24826,0.35839,0.87991,0.97084,0.96976,0.99333,0.98522,0.97084,0.96976,0.99333,0.98915,0.21787,0.16783,0.35495,0.82507,0.000167942,0.000167942,0.000167942
73,4354.81,0.23652,0.23697,0.34008,0.87447,0.96982,0.97111,0.995,0.98905,0.96982,0.97111,0.995,0.99062,0.21538,0.16636,0.35654,0.82593,0.000157833,0.000157833,0.000157833
74,4412.98,0.24327,0.24024,0.38285,0.87558,0.97081,0.97587,0.995,0.9887,0.97081,0.97587,0.995,0.99026,0.21998,0.16674,0.3502,0.83081,0.000147983,0.000147983,0.000147983
75,4470.35,0.25012,0.27501,0.36881,0.87563,0.973,0.97123,0.995,0.98717,0.973,0.97123,0.995,0.99003,0.2175,0.16686,0.3442,0.82882,0.000138402,0.000138402,0.000138402
76,4528.49,0.22946,0.22028,0.34236,0.88394,0.96723,0.97337,0.995,0.98809,0.96723,0.97337,0.995,0.98977,0.21562,0.16523,0.347,0.82471,0.0001291,0.0001291,0.0001291
77,4585.56,0.25411,0.2744,0.36965,0.89053,0.97048,0.97262,0.995,0.98669,0.97048,0.97262,0.995,0.99085,0.21393,0.166,0.33619,0.8236,0.000120086,0.000120086,0.000120086
78,4642.62,0.24646,0.23817,0.3528,0.88344,0.96842,0.96885,0.99083,0.9814,0.96842,0.96885,0.99083,0.98318,0.21632,0.1647,0.35772,0.82677,0.000111368,0.000111368,0.000111368
79,4700.08,0.24592,0.24095,0.38063,0.88509,0.97144,0.96676,0.995,0.98532,0.97144,0.96676,0.995,0.98961,0.21223,0.16358,0.34524,0.82628,0.000102955,0.000102955,0.000102955
80,4758,0.32978,0.26947,0.44074,0.88077,0.97027,0.97971,0.995,0.98821,0.97027,0.97971,0.995,0.98966,0.21521,0.16255,0.33279,0.82754,9.48564e-05,9.48564e-05,9.48564e-05
81,4815.59,0.25168,0.26052,0.5781,0.89428,0.98364,0.98116,0.995,0.98793,0.98364,0.98116,0.995,0.98907,0.21022,0.16309,0.31738,0.82497,8.7079e-05,8.7079e-05,8.7079e-05
82,4873.48,0.22807,0.21753,0.34176,0.8708,0.97132,0.9853,0.995,0.98819,0.97132,0.9853,0.995,0.99129,0.20779,0.16501,0.32155,0.82268,7.96307e-05,7.96307e-05,7.96307e-05
83,4931.23,0.22868,0.22487,0.33553,0.88936,0.96785,0.97686,0.995,0.98632,0.96785,0.97686,0.995,0.99019,0.21523,0.16487,0.33131,0.82342,7.2519e-05,7.2519e-05,7.2519e-05
84,4989.19,0.23602,0.24879,0.34343,0.87389,0.96815,0.97363,0.995,0.98663,0.96815,0.97363,0.995,0.99123,0.21509,0.16524,0.33991,0.82409,6.57509e-05,6.57509e-05,6.57509e-05
85,5047.73,0.23588,0.233,0.34673,0.87884,0.96852,0.97245,0.995,0.988,0.96852,0.97245,0.995,0.99129,0.21186,0.16597,0.33991,0.82427,5.93331e-05,5.93331e-05,5.93331e-05
86,5106.04,0.22378,0.24038,0.31899,0.87126,0.96999,0.96926,0.995,0.9874,0.96999,0.96926,0.995,0.99132,0.20951,0.16487,0.33353,0.82393,5.32718e-05,5.32718e-05,5.32718e-05
87,5164.09,0.23841,0.23201,0.32741,0.87927,0.97127,0.9691,0.995,0.98684,0.97127,0.9691,0.995,0.99116,0.21729,0.16353,0.33048,0.82649,4.75731e-05,4.75731e-05,4.75731e-05
88,5221.64,0.25745,0.31372,0.38306,0.90771,0.97174,0.97173,0.995,0.98581,0.97174,0.97173,0.995,0.99113,0.21845,0.16463,0.32978,0.82718,4.22426e-05,4.22426e-05,4.22426e-05
89,5279.19,0.22572,0.2374,0.33815,0.87077,0.9689,0.97671,0.995,0.98656,0.9689,0.97671,0.995,0.99044,0.21266,0.16621,0.32709,0.82578,3.72856e-05,3.72856e-05,3.72856e-05
90,5336.92,0.21798,0.21765,0.32105,0.8802,0.97032,0.98002,0.995,0.98807,0.97032,0.98002,0.995,0.99115,0.21115,0.16628,0.32483,0.82398,3.27069e-05,3.27069e-05,3.27069e-05
91,5392.77,0.17437,0.16171,0.31105,0.83304,0.97554,0.98082,0.995,0.98624,0.97554,0.98082,0.995,0.98994,0.22264,0.16677,0.3379,0.82824,2.85111e-05,2.85111e-05,2.85111e-05
92,5449.29,0.16765,0.1504,0.30252,0.82038,0.97623,0.98112,0.995,0.98977,0.97623,0.98112,0.995,0.9895,0.2287,0.16693,0.35254,0.83077,2.47023e-05,2.47023e-05,2.47023e-05
93,5505.18,0.17335,0.16412,0.30881,0.80599,0.97618,0.98051,0.995,0.98959,0.97618,0.98051,0.995,0.9877,0.21597,0.16778,0.3358,0.82721,2.12843e-05,2.12843e-05,2.12843e-05
94,5561.62,0.16732,0.17218,0.28953,0.81342,0.97582,0.98085,0.995,0.98852,0.97582,0.98085,0.995,0.98775,0.21023,0.16809,0.32316,0.82381,1.82604e-05,1.82604e-05,1.82604e-05
95,5617.64,0.17114,0.16457,0.32141,0.85614,0.97288,0.98285,0.995,0.99008,0.97288,0.98285,0.995,0.98921,0.21082,0.16849,0.318,0.82285,1.56336e-05,1.56336e-05,1.56336e-05
96,5674.3,0.16757,0.15619,0.28148,0.82026,0.9722,0.98246,0.995,0.99063,0.9722,0.98246,0.995,0.98934,0.21232,0.16807,0.31691,0.82237,1.34065e-05,1.34065e-05,1.34065e-05
97,5730.75,0.16159,0.15902,0.28694,0.79266,0.97119,0.98217,0.995,0.99064,0.97119,0.98217,0.995,0.98935,0.21137,0.16791,0.31834,0.82191,1.15814e-05,1.15814e-05,1.15814e-05
98,5787.19,0.16738,0.15636,0.32912,0.83185,0.97099,0.98201,0.995,0.98816,0.97099,0.98201,0.995,0.98897,0.21047,0.16794,0.31561,0.82246,1.016e-05,1.016e-05,1.016e-05
99,5842.77,0.15957,0.16421,0.27704,0.81968,0.97193,0.98098,0.995,0.98903,0.97193,0.98098,0.995,0.98886,0.20914,0.16781,0.31094,0.82168,9.14365e-06,9.14365e-06,9.14365e-06
100,5898.66,0.1662,0.14729,0.27839,0.82844,0.97157,0.98168,0.995,0.98897,0.97157,0.98168,0.995,0.98887,0.2083,0.1678,0.30756,0.82066,8.53346e-06,8.53346e-06,8.53346e-06
1,65.4409,0.53136,1.67962,3.58165,1.05054,0.00758,1,0.23967,0.21719,0.00758,1,0.23927,0.21678,0.3425,1.14528,4.1807,0.98093,0.00015827,0.00015827,0.00015827
2,130.979,0.50455,0.48925,2.90902,1.01718,0.94278,0.17611,0.50521,0.4659,0.94278,0.17611,0.50521,0.48498,0.42569,0.40882,3.85612,1.00033,0.000324791,0.000324791,0.000324791
3,192.747,0.50634,0.41544,2.28653,1.00522,0.64919,0.69485,0.84176,0.76303,0.64919,0.69485,0.84176,0.81399,0.47657,0.35989,2.71935,1.08022,0.00049099,0.00049099,0.00049099
4,253.031,0.54614,0.48219,1.94113,1.01298,0.84768,0.79821,0.90219,0.81497,0.84768,0.79821,0.90219,0.85734,0.48074,0.37844,2.3929,1.10065,0.000656624,0.000656624,0.000656624
5,315.042,0.4858,0.40853,1.73563,0.97851,0.87325,0.90026,0.95276,0.90052,0.87325,0.90026,0.95276,0.91993,0.43208,0.48057,2.03644,1.06179,0.000821451,0.000821451,0.000821451
6,380.869,0.49372,0.43162,1.62728,0.99181,0.86105,0.92812,0.96718,0.89541,0.86105,0.92812,0.96718,0.92939,0.43101,0.30038,2.52172,1.01614,0.000827923,0.000827923,0.000827923
7,444.331,0.47057,0.35042,1.53433,0.98194,0.91756,0.89526,0.96904,0.90202,0.91756,0.89526,0.96904,0.93339,0.47659,0.26157,2.07503,1.06451,0.000825696,0.000825696,0.000825696
8,506.925,0.45892,0.33389,1.48815,0.98557,0.9523,0.88674,0.97194,0.87626,0.9523,0.88674,0.97194,0.92991,0.51841,0.24659,1.83564,1.1916,0.00082307,0.00082307,0.00082307
9,570.177,0.45081,0.32461,1.36942,0.94747,0.89889,0.82602,0.90025,0.83717,0.89889,0.82602,0.90025,0.87086,0.4749,0.24134,2.01801,1.04877,0.000820046,0.000820046,0.000820046
10,633.868,0.47301,0.33993,1.33661,0.95757,0.94544,0.92428,0.96766,0.8672,0.94544,0.92428,0.96766,0.92589,0.50495,0.24328,1.6162,1.06569,0.000816628,0.000816628,0.000816628
11,698.215,0.45473,0.32755,1.30074,0.93449,0.94741,0.89304,0.964,0.90241,0.94741,0.89304,0.964,0.93684,0.39941,0.23461,1.64507,1.01647,0.000812819,0.000812819,0.000812819
12,790.911,0.44274,0.32387,1.21394,0.95579,0.9134,0.94884,0.98642,0.93773,0.9134,0.94884,0.98642,0.97101,0.37109,0.23138,1.2934,0.95818,0.000808623,0.000808623,0.000808623
13,886.07,0.42517,0.36773,1.47356,0.90674,0.90067,0.93044,0.97835,0.9192,0.90067,0.93044,0.97835,0.95038,0.39221,0.24894,1.44581,0.99553,0.000804044,0.000804044,0.000804044
14,983.164,0.43386,0.37169,1.1442,0.94907,0.95552,0.91079,0.99177,0.92241,0.95552,0.91079,0.99177,0.96779,0.4114,0.23632,1.27474,0.97596,0.000799087,0.000799087,0.000799087
15,1082.03,0.42828,0.33134,1.07954,0.96437,0.89369,0.88989,0.94425,0.87352,0.89369,0.88989,0.94425,0.90079,0.40153,0.23337,1.34615,0.98244,0.000793757,0.000793757,0.000793757
16,1177.92,0.405,0.29796,0.99288,0.9445,0.9644,0.92647,0.97906,0.93489,0.9644,0.92647,0.97906,0.96032,0.36135,0.22142,1.24509,0.94344,0.000788058,0.000788058,0.000788058
17,1275.49,0.39575,0.2928,0.93341,0.93057,0.94012,0.90741,0.97615,0.92603,0.94012,0.90741,0.97615,0.96349,0.33504,0.22433,1.16537,0.91343,0.000781997,0.000781997,0.000781997
18,1374.55,0.37367,0.3135,1.07292,0.89118,0.94949,0.93966,0.9821,0.94504,0.94949,0.93966,0.9821,0.96339,0.36266,0.21282,1.08473,0.94109,0.000775579,0.000775579,0.000775579
19,1470.81,0.37529,0.30435,1.11581,0.88777,0.94064,0.91568,0.96524,0.92664,0.94064,0.91568,0.96524,0.94275,0.36098,0.2323,1.13146,0.9312,0.000768811,0.000768811,0.000768811
20,1565.29,0.39747,0.3391,1.02523,0.94185,0.94765,0.93042,0.98169,0.93419,0.94765,0.93042,0.98169,0.96088,0.35456,0.22895,0.99839,0.92554,0.000761699,0.000761699,0.000761699
21,1660.69,0.40909,0.34255,0.85603,0.92668,0.93168,0.93693,0.98601,0.95031,0.93168,0.93693,0.98601,0.97478,0.32671,0.2521,1.00105,0.90581,0.000754251,0.000754251,0.000754251
22,1757.25,0.36752,0.28859,0.8874,0.90365,0.90974,0.93504,0.97364,0.91068,0.90974,0.93504,0.97364,0.94602,0.38782,0.22537,1.02225,0.93973,0.000746474,0.000746474,0.000746474
23,1855.22,0.42383,0.30861,0.78803,0.92015,0.9296,0.95629,0.9894,0.92541,0.9296,0.95629,0.9894,0.95774,0.39635,0.20266,0.9274,0.94266,0.000738375,0.000738375,0.000738375
24,1951.41,0.37642,0.27015,0.75176,0.92093,0.89615,0.92822,0.98792,0.94924,0.89615,0.92822,0.98792,0.97262,0.34817,0.20966,0.83595,0.90014,0.000729962,0.000729962,0.000729962
25,2041.39,0.36048,0.27143,0.94522,0.86843,0.93169,0.91685,0.95822,0.91985,0.93169,0.91685,0.95822,0.94094,0.34234,0.20059,0.89843,0.90496,0.000721244,0.000721244,0.000721244
26,2131.52,0.3668,0.29272,0.72992,0.92278,0.94024,0.90358,0.95602,0.92552,0.94024,0.90358,0.95602,0.93163,0.33807,0.1994,0.8895,0.91328,0.00071223,0.00071223,0.00071223
27,2225.73,0.34514,0.27267,0.72705,0.91011,0.98886,0.89884,0.97552,0.93674,0.98886,0.89884,0.97552,0.95861,0.34135,0.19632,0.81272,0.91825,0.000702928,0.000702928,0.000702928
28,2319.86,0.34993,0.3176,0.68445,0.91665,0.98751,0.94381,0.98225,0.92236,0.98751,0.94381,0.98225,0.96655,0.38652,0.19676,0.74668,0.94454,0.000693347,0.000693347,0.000693347
29,2411.21,0.367,0.30578,0.72195,0.92639,0.98168,0.98863,0.99348,0.96699,0.98168,0.98863,0.99348,0.98463,0.36253,0.19788,0.73164,0.94749,0.000683497,0.000683497,0.000683497
30,2504.94,0.39248,0.31475,0.67536,0.91876,0.92938,0.95686,0.98803,0.93462,0.92938,0.95686,0.98803,0.96187,0.36069,0.20525,0.75147,0.94927,0.000673388,0.000673388,0.000673388
31,2596.8,0.36047,0.29272,0.68287,0.93017,0.98687,0.92566,0.99184,0.96745,0.98687,0.92566,0.99184,0.98099,0.33098,0.19836,0.66767,0.89927,0.000663029,0.000663029,0.000663029
32,2684.64,0.33238,0.30589,0.63668,0.91418,0.97029,0.96372,0.99151,0.96212,0.97029,0.96372,0.99151,0.97856,0.32178,0.20129,0.63571,0.91637,0.000652432,0.000652432,0.000652432
33,2775.06,0.36966,0.28512,0.66921,0.92415,0.94677,0.97107,0.99319,0.95626,0.94677,0.97107,0.99319,0.97799,0.33432,0.19799,0.67652,0.91962,0.000641605,0.000641605,0.000641605
34,2881.54,0.33667,0.27838,0.80731,0.87807,0.96773,0.96698,0.99128,0.94328,0.96773,0.96698,0.99128,0.97501,0.36584,0.20484,0.69139,0.9387,0.000630561,0.000630561,0.000630561
35,2986.41,0.35469,0.28307,0.61732,0.92064,0.96359,0.95121,0.99001,0.96794,0.96359,0.95121,0.99001,0.969,0.33784,0.20514,0.65425,0.92892,0.000619309,0.000619309,0.000619309
36,3088.92,0.39036,0.49379,0.68548,0.93079,0.93658,0.96801,0.99244,0.96682,0.93658,0.96801,0.99244,0.97106,0.3154,0.2033,0.64029,0.89169,0.000607861,0.000607861,0.000607861
37,3194.51,0.33423,0.26502,0.64013,0.91855,0.98854,0.99074,0.99381,0.96872,0.98854,0.99074,0.99381,0.97597,0.29476,0.19937,0.56198,0.87807,0.000596229,0.000596229,0.000596229
38,3301.49,0.34577,0.356,0.64983,0.9061,0.97073,0.96919,0.99381,0.97056,0.97073,0.96919,0.99381,0.98272,0.31155,0.21825,0.58273,0.88824,0.000584423,0.000584423,0.000584423
39,3394.12,0.32955,0.27412,0.56448,0.89865,0.96753,0.98675,0.99381,0.96807,0.96753,0.98675,0.99381,0.97403,0.32027,0.21282,0.56981,0.90187,0.000572456,0.000572456,0.000572456
40,3453.02,0.31126,0.25239,0.6063,0.90704,0.94593,0.95376,0.99108,0.97748,0.94593,0.95376,0.99108,0.97962,0.30396,0.2174,0.60866,0.89447,0.000560339,0.000560339,0.000560339
41,3516.07,0.30533,0.2393,0.53229,0.90374,0.88908,0.9806,0.98337,0.95743,0.88908,0.9806,0.98337,0.97244,0.33793,0.20082,0.73289,0.90978,0.000548084,0.000548084,0.000548084
42,3572.74,0.30772,0.25506,0.50504,0.90465,0.93318,0.92401,0.97777,0.92473,0.93318,0.92401,0.97777,0.93926,0.37259,0.19558,0.74512,0.92713,0.000535703,0.000535703,0.000535703
43,3623.04,0.29484,0.22545,0.50621,0.90013,0.93347,0.92766,0.98612,0.96063,0.93347,0.92766,0.98612,0.9777,0.34015,0.19179,0.62515,0.92488,0.000523209,0.000523209,0.000523209
44,3685.81,0.32009,0.23548,0.5622,0.88295,0.95457,0.94213,0.98036,0.93192,0.95457,0.94213,0.98036,0.9637,0.35739,0.19471,0.55763,0.91825,0.000510613,0.000510613,0.000510613
45,3742.97,0.297,0.23076,0.47827,0.89435,0.94694,0.94378,0.99,0.96754,0.94694,0.94378,0.99,0.97296,0.28867,0.21082,0.55598,0.8734,0.000497929,0.000497929,0.000497929
46,3793.46,0.30828,0.27587,0.50121,0.89901,0.98373,0.97565,0.99456,0.96905,0.98373,0.97565,0.99456,0.97653,0.29924,0.19618,0.47536,0.87273,0.000485168,0.000485168,0.000485168
47,3848.82,0.30243,0.25116,0.49903,0.89754,0.95622,0.97096,0.99456,0.96473,0.95622,0.97096,0.99456,0.98198,0.32398,0.19822,0.5232,0.8932,0.000472344,0.000472344,0.000472344
48,3903.74,0.29437,0.24314,0.48279,0.90008,0.945,0.9498,0.98789,0.9744,0.945,0.9498,0.98789,0.97478,0.28514,0.19988,0.53505,0.87149,0.000459469,0.000459469,0.000459469
49,3960.22,0.30096,0.25423,0.48004,0.88747,0.97948,0.95697,0.98492,0.96578,0.97948,0.95697,0.98492,0.97646,0.29658,0.19403,0.50081,0.86466,0.000446556,0.000446556,0.000446556
50,4020.51,0.29722,0.23646,0.43853,0.891,0.98793,0.92379,0.98095,0.96439,0.98793,0.92379,0.98095,0.97143,0.2818,0.19557,0.48505,0.864,0.000433617,0.000433617,0.000433617
51,4075.4,0.30993,0.27074,0.50004,0.89907,0.98357,0.93281,0.99075,0.97535,0.98357,0.93281,0.99075,0.98157,0.30445,0.20229,0.54908,0.88101,0.000420665,0.000420665,0.000420665
52,4135.56,0.28504,0.21872,0.46276,0.88321,0.99292,0.98104,0.99417,0.98038,0.99292,0.98104,0.99417,0.98614,0.28261,0.20048,0.43563,0.86367,0.000407713,0.000407713,0.000407713
53,4194.68,0.32989,0.27063,0.46786,0.89831,0.98156,0.94774,0.99456,0.98133,0.98156,0.94774,0.99456,0.98228,0.27896,0.19376,0.46153,0.85738,0.000394774,0.000394774,0.000394774
54,4255.86,0.26074,0.2467,0.42337,0.87781,0.94561,0.94403,0.98276,0.95925,0.94561,0.94403,0.98276,0.97671,0.27099,0.19594,0.51483,0.85764,0.000381861,0.000381861,0.000381861
55,4317.72,0.28024,0.25793,0.43233,0.89887,0.94983,0.95095,0.99456,0.97853,0.94983,0.95095,0.99456,0.98767,0.26284,0.203,0.4791,0.84681,0.000368986,0.000368986,0.000368986
56,4377.55,0.26321,0.27119,0.44324,0.89277,0.97403,0.97178,0.99456,0.97968,0.97403,0.97178,0.99456,0.98304,0.26822,0.1989,0.42975,0.85893,0.000356162,0.000356162,0.000356162
